time,",,,, , ",min1,temp1,max1,min2,temp2,max2,min3,temp3,max3,min4,temp4,max4
2019-09-18 07:30:00,62,15.90,18.80,20.70,22.80,22.90,23,23.60,23.60,23.70,11.10,15.90,22.50
2019-09-18 12:40:00,63,19.60,21.10,22.10,21.10,21.90,23,23.40,23.60,23.90,22.20,23.20,23.90
2019-09-18 17:55:00,62,14.60,17.80,21.40,20.60,21.30,22,23.80,23.80,23.90,15,18.20,22.10
2019-09-18 23:05:00,63,13.60,17.90,20.30,22,22.00,22.10,23.40,23.60,23.80,11.10,12.80,15
2019-09-19 04:20:00,62,19.40,19.60,20.10,22.10,22.10,22.30,23.10,23.20,23.40,10,10.50,11.70
2019-09-19 09:30:00,63,16.20,18.80,20.60,22.30,22.50,22.50,23.10,23.30,23.40,12,19.50,22.90
2019-09-19 14:45:00,62,17.50,20.30,21.40,22.50,22.50,22.60,23.40,23.50,23.60,17.30,20.90,22.80
2019-09-19 19:55:00,63,13.60,15.20,19.20,22.20,22.30,22.50,23.30,23.50,23.60,13.10,15.00,17.10
2019-09-20 01:10:00,62,19.10,19.60,20.10,22.20,22.30,22.30,23,23.20,23.30,9.80,11.30,13.10
2019-09-20 06:20:00,63,15.90,18.80,20.70,22.30,22.30,22.40,23,23.00,23.10,9.80,12.00,18.30
2019-09-20 11:35:00,62,18.80,21.40,23.10,22.40,22.50,22.60,23.10,23.30,23.50,18.40,22.10,24.10
2019-09-20 16:45:00,63,16.70,20.10,23.20,22.50,22.60,22.60,23.30,23.50,23.60,16.60,20.30,24
2019-09-20 22:00:00,62,14,14.80,16.60,22.10,22.30,22.50,23.30,23.60,24.40,13.10,14.40,16.50
2019-09-21 03:10:00,63,13.60,19.40,20,22.10,22.10,22.20,23,23.10,23.30,10.70,11.70,13
2019-09-21 08:25:00,62,16.10,20.40,24.20,21.90,22.00,22.20,22.90,23.10,23.30,11.10,18.70,25.30
2019-09-21 13:35:00,63,24.40,25.70,26.30,22.10,22.20,22.40,23.30,23.50,23.60,24.60,26.00,27.20
2019-09-21 18:50:00,62,17.30,20.70,25.30,22.20,22.40,22.50,23.60,23.70,23.90,17,20.40,24.50
2019-09-22 00:00:00,63,14.10,15.60,17.30,22.10,22.20,22.30,23.30,23.50,23.60,13.60,15.00,16.90
2019-09-22 05:15:00,62,13.60,17.80,20.70,21.70,22.00,22.10,23,23.20,23.30,12.60,13.70,18.30
2019-09-22 10:25:00,63,18.50,22.20,26,21.60,22.00,22.40,23,23.40,24.30,18.70,22.10,25
2019-09-22 15:40:00,62,22,24.70,26,22.40,22.50,22.50,23.60,23.80,24,20.90,23.40,25
2019-09-22 20:50:00,63,19.80,20.60,22,22.50,22.50,22.60,23.60,23.90,24.80,18.30,19.50,21
2019-09-23 02:05:00,62,16.60,18.00,20.10,22.30,22.50,22.60,23.50,23.60,24,15.90,17.20,18.40
2019-09-23 07:15:00,63,16.50,17.00,18.80,22.20,22.20,22.30,23.30,23.40,23.50,15.30,15.70,16.90
2019-09-23 12:30:00,62,19,21.30,22.30,22.20,22.20,22.20,23.30,23.50,23.50,17.10,20.30,21.50
2019-09-23 17:40:00,63,17.30,19.50,22.30,22.10,22.20,22.20,23.50,23.50,23.60,16.80,18.80,21.50
2019-09-23 22:55:00,62,15.10,16.00,17.30,22,22.10,22.10,23.30,23.40,23.50,13.80,15.20,16.70
2019-09-24 04:05:00,63,14.30,14.80,16.20,21.90,21.90,22,23,23.10,23.20,13,13.30,14.30
2019-09-24 09:20:00,62,16.30,19.40,21.50,21.90,22.00,22,23,23.10,23.10,14.50,17.70,19.50
2019-09-24 14:30:00,63,18,20.10,21.40,22,22.00,22.10,23.10,23.10,23.20,17.50,18.70,19.40
2019-09-24 19:45:00,62,16.60,17.00,18,21.90,22.00,22,23,23.10,23.10,15,15.90,17.50
2019-09-25 00:55:00,63,16.80,17.10,17.40,21.90,21.90,22,22.90,23.00,23,15.10,15.30,15.50
2019-09-25 06:10:00,62,16.90,17.40,18.10,21.80,21.80,21.90,22.80,22.80,22.90,15.30,15.60,16.70
2019-09-25 11:20:00,63,18.30,19.50,20.60,21.80,21.80,21.90,22.80,22.90,23,17,18.50,19.60
2019-09-25 16:35:00,62,16.30,17.50,19.10,21.80,21.80,21.90,22.90,23.00,23,14.90,16.30,17.70
2019-09-25 21:45:00,63,16.10,16.30,16.50,21.70,21.80,21.80,22.70,22.80,22.90,14.50,14.70,15
2019-09-26 03:00:00,62,15.80,16.00,16.20,21.60,21.70,21.80,22.50,22.60,22.70,14.10,14.20,14.50
2019-09-26 08:10:00,63,16.30,17.50,18.80,21.60,21.70,21.70,22.50,22.50,22.50,14.30,15.40,16.60
2019-09-26 13:25:00,62,18.80,19.50,20,21.70,21.80,21.80,22.50,22.60,22.60,16.70,17.50,17.80
2019-09-26 18:35:00,63,18.60,19.00,19.60,21.70,21.80,21.80,22.60,22.60,22.60,16.80,17.20,17.60
2019-09-26 23:50:00,62,18.50,18.60,18.80,21.70,21.70,21.80,22.50,22.60,22.60,16.50,16.60,16.80
2019-09-27 05:00:00,63,17.80,18.70,19.10,21.70,21.70,21.70,22.50,22.50,22.50,16.30,16.70,16.90
2019-09-27 10:15:00,62,17,17.60,18,21.60,21.70,21.70,22.40,22.50,22.50,15.80,16.10,16.30
2019-09-27 15:25:00,63,16.30,17.30,18.10,21.60,21.60,21.70,22.40,22.40,22.50,14.80,15.90,16.60
2019-09-27 20:40:00,62,15.50,15.70,16.20,21.50,21.50,21.60,22.20,22.30,22.40,13.70,14.00,14.70
2019-09-28 01:50:00,63,15.70,15.90,16.20,21.40,21.50,21.50,22.10,22.10,22.20,13.80,14.00,14.20
2019-09-28 07:05:00,62,15.50,17.10,19.80,21.40,21.40,21.50,22.10,22.10,22.20,13.80,15.30,18.30
2019-09-28 12:15:00,63,19.30,20.00,20.50,21.50,21.50,21.50,22.10,22.20,22.30,17.60,18.30,19
2019-09-28 17:30:00,62,17.10,18.60,20,21.40,21.50,21.50,22.20,22.30,22.30,15.70,17.00,18.30
2019-09-28 22:40:00,63,16,16.40,17.10,21.30,21.30,21.40,22,22.10,22.20,14.30,14.70,15.60
2019-09-29 03:55:00,62,14.60,15.20,15.90,21.20,21.20,21.30,21.80,22.00,22,12.80,13.30,14.20
2019-09-29 09:05:00,63,15.80,19.70,23,21.20,21.30,21.30,21.80,22.00,22.10,13.50,17.90,21
2019-09-29 14:20:00,62,20.30,21.50,22.40,21.30,21.30,21.40,22.10,22.20,22.20,18.90,19.90,20.60
2019-09-29 19:30:00,63,18.50,20.10,20.90,21.30,21.40,21.50,22.20,22.20,22.20,17.20,18.30,18.80
2019-09-30 00:45:00,62,16.90,17.70,18.10,21.30,21.40,21.50,22.10,22.10,22.20,15.50,16.10,17
2019-09-30 05:55:00,63,15.60,16.50,18.50,21.30,21.30,21.30,22,22.10,22.10,14.40,15.50,19.40
2019-09-30 11:10:00,62,18,19.30,20.10,21.30,21.40,21.40,22.20,22.30,22.40,18.80,20.00,21.20
2019-09-30 16:20:00,63,17,18.60,19.80,21.30,21.30,21.40,22.30,22.40,22.40,16,17.50,18.90
2019-09-30 21:35:00,29,15.50,16.30,17.10,21.30,21.30,21.30,22.20,22.30,22.30,14.40,15.30,16
